Country,Region,Subregion,Indicator,Dimension,Category,Year
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2022
Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2022
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual Exploitation,2022
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2022
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2022
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Holy See,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2022
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2022
Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2023
Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Canada,Americas,Northern America,Violent offences,by type of offence,Sexual Exploitation,2023
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2023
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
France,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,2023
Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual Exploitation,2023
Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2023
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,2023
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2023
Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual Exploitation,2023
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Holy See,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,2023
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,2023
Belgium,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2014
Cameroon,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2014
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2014
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2014
United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2014
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2014
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2014
Maldives,Asia,Southern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2014
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2014
Belgium,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2015
Cameroon,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2015
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2015
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2015
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2015
United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2015
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2015
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2015
Maldives,Asia,Southern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2015
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2015
Austria,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2016
Belgium,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2016
Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2016
Cameroon,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,2016
