Country,Region,Subregion,Dimension,Category,Sex,Year
Bahamas,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Belize,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Canada,Americas,Northern America,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Switzerland,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Colombia,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Czechia,Europe,Eastern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Germany,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Denmark,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Spain,Europe,Southern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Finland,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
France,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Guatemala,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Guyana,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Honduras,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Croatia,Europe,Southern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Hungary,Europe,Eastern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Ireland,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Italy,Europe,Southern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Lithuania,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Morocco,Africa,Northern Africa,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Mexico,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Norway,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Poland,Europe,Eastern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Slovakia,Europe,Eastern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Slovenia,Europe,Southern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Sweden,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Holy See,Europe,Southern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Male,2022
Austria,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2013
Canada,Americas,Northern America,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2013
Switzerland,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2013
Colombia,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2013
Czechia,Europe,Eastern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2013
Finland,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2013
Sweden,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2013
Austria,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2014
Canada,Americas,Northern America,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2014
Switzerland,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2014
Colombia,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2014
Czechia,Europe,Eastern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2014
Germany,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2014
Finland,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2014
Sweden,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2014
Austria,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Belize,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Canada,Americas,Northern America,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Switzerland,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Colombia,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Czechia,Europe,Eastern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Germany,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Finland,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Italy,Europe,Southern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Lithuania,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Norway,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
New Zealand,Oceania,Australia and New Zealand,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Sweden,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2015
Austria,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Azerbaijan,Asia,Western Asia,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Belize,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Canada,Americas,Northern America,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Switzerland,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Colombia,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Czechia,Europe,Eastern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Germany,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Spain,Europe,Southern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Finland,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
France,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Croatia,Europe,Southern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Hungary,Europe,Eastern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Italy,Europe,Southern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Lithuania,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Latvia,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Mongolia,Asia,Eastern Asia,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Norway,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
New Zealand,Oceania,Australia and New Zealand,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Poland,Europe,Eastern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Sweden,Europe,Northern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2016
Austria,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2017
Azerbaijan,Asia,Western Asia,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2017
Bahamas,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2017
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2017
Canada,Americas,Northern America,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2017
Switzerland,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2017
Colombia,Americas,Latin America and the Caribbean,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2017
Germany,Europe,Western Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2017
Spain,Europe,Southern Europe,by relationship to perpetrator,Relationship to perpetrator is not known,Female,2017
